id_movie,id_production_companies,name_production_companies,revenue
12599,12306,GAME FREAKS,133949270
12599,12307,Creatures,133949270
93,5,Columbia Pictures,0
9278,6194,Warner Bros.,0
9278,10210,Morgan Creek Productions,0
90715,49396,Greaser's Palace Ltd.,0
59181,46609,The Great American Dream Machine Movie Company,0
22167,2483,Laurel Entertainment,0
22167,14260,United Film,0
18118,441,Columbia Pictures Corporation,0
18118,18705,Highroad Productions,0
11940,5,Columbia Pictures,16000000
11940,32838,Andor Films,16000000
24167,512,Cocinor,0
24167,2260,Les Films Marceau,0
24167,8894,Société Générale de Cinématographie (S.G.C.),0
24167,10000,Compagnia Cinematografica Champion,0
10276,8830,Touchwood Pacific Partners 1,63710000
10276,9195,Touchstone Pictures,63710000
19380,6194,Warner Bros.,0
19380,10210,Morgan Creek Productions,0
13783,2804,7 Network,0
13783,2805,Pact Productions,0
13783,5186,The Australian Film Commission,0
11624,60,United Artists,18016290
15867,60,United Artists,0
11686,60,United Artists,20173742
29263,79897,Progress Communications,0
29263,79898,Historias Cinematográficas,0
46754,3083,NRK Drama,0
46754,61792,Norwegian Film Institute,0
18702,60,United Artists,0
18702,14807,James Roosevelt Productions,0
11830,13255,New Century Producers,0
11830,64128,Itami Productions,0
16110,769,Destination Films,0
16110,2268,Isle of Man Film,0
16110,37618,Britt Allcroft Productions,0
12107,23,Imagine Entertainment,123307945
12107,33,Universal Pictures,123307945
10401,461,Les Films Christian Fechner,0
10401,5358,Canal+,0
10401,15671,France 2 Cinéma,0
10401,23446,Sofica Sofinergie 5,0
10401,36213,UGCF,0
32640,3324,British Broadcasting Corporation (BBC),0
10641,126,Lakeshore Entertainment,0
10641,8411,Metro-Goldwyn-Mayer (MGM),0
6282,130,Jerry Bruckheimer Films,113916474
6282,9195,Touchstone Pictures,113916474
9383,441,Columbia Pictures Corporation,190213455
9383,9269,Global Entertainment Productions GmbH & Company Medien KG,190213455
5551,79,Village Roadshow Pictures,128884132
5551,171,Malpaso Productions,128884132
5551,1757,Mad Chance,128884132
5551,6194,Warner Bros.,128884132
5551,10566,Clipsal Films,128884132
5551,76068,Digital Image Associates,128884132
43079,6564,Columbia Tristar,0
27723,7055,New Oz Productions,0
27723,7056,Red Horse Films,0
2360,8,Fine Line Features,26330482
2360,1094,Homerun Productions,26330482
2360,1095,Portman Entertainment Group,26330482
2360,1096,Rich Pickings,26330482
2360,1097,Sky Pictures,26330482
2360,1098,Wave Pictures,26330482
28043,8948,Societé Cinématographique Lyre,0
28043,12240,Galatea Film,0
28043,12711,Emmepi Cinematografica,0
28043,13862,Alta Vista Film Production,0
33468,12335,Rex Carlton Productions,0
21866,6194,Warner Bros.,0
21866,89137,Second Street Films,0
33408,6194,Warner Bros.,13609396
33408,10210,Morgan Creek Productions,13609396
11589,3057,Katzka-Loeb,5200000
11589,5940,Avala Film,5200000
11589,8411,Metro-Goldwyn-Mayer (MGM),5200000
15158,33,Universal Pictures,7282851
15158,3046,Spacegate Productions,7282851
15158,3146,Starway International Inc.,7282851
16139,3146,Starway International Inc.,0
16146,3146,Starway International Inc.,0
26515,484,De Laurentiis Entertainment Group (DEG),4385516
26515,29393,Lion Films,4385516
11856,959,IndieProd Company Productions,33461269
11856,14723,Carolco Pictures,33461269
13567,2775,American Eagle,0
10860,559,TriStar Pictures,95904091
10860,1177,Rastar Films,95904091
8420,2486,Iéna Productions,0
18391,41,Orion Pictures,0
20850,15314,Aeteas Filmproduktions,0
39473,6194,Warner Bros.,3180674
39473,10210,Morgan Creek Productions,3180674
27452,6,RKO Radio Pictures,0
77571,2380,Palomar Pictures,0
77571,2595,The Associates & Aldrich Company,0
77571,3065,American Broadcasting Company (ABC),0
20438,10565,Good Machine,0
20438,35929,Thunderhead Productions,0
46991,189,ARP Sélection,0
46991,5358,Canal+,0
46991,11773,Artémis Productions,0
201581,15012,Film Cellar,11532
10391,4,Paramount Pictures,0
10391,4564,Icon Entertainment International,0
10391,42221,Munich Film Partners & Company (MFP) BTC Productions,0
14195,5358,Canal+,0
14195,5359,Artic Productions LLC,0
14195,62072,Polar Entertainment Corporation,0
45905,1002,Eureka Pictures,0
45905,1274,Clinica Estetico,0
45905,13495,Flashpoint (I),0
10393,6194,Warner Bros.,0
18168,1898,Bórd Scannán na hÉireann,151559
18168,3324,British Broadcasting Corporation (BBC),151559
18168,16836,Venus Productions,151559
8843,12,New Line Cinema,104155843
8843,1565,Avery Pix,104155843
8843,11152,Radical Media,104155843
8843,26083,Katira Productions GmbH & Co. KG,104155843
8843,26084,Caro-McLeod,104155843
10643,622,Toho Film (Eiga) Co. Ltd.,10037390
23618,4319,40 Acres & A Mule Filmworks,0
117262,711,Fox 2000 Pictures,0
117262,8769,Art Linson Productions,0
117262,54050,Linson Films,0
30946,506,Newmarket Capital Group,0
30946,17559,Scanbox Entertainment,0
30946,23587,Screenland Pictures,0
30946,61335,Mutual Films International,0
37136,4,Paramount Pictures,78756177
37137,4,Paramount Pictures,86930411
23283,60,United Artists,0
23283,4213,Sol Lesser Productions,0
3110,7047,Paramount Pictures Corporation,20000000
14698,441,Columbia Pictures Corporation,0
14698,11356,Horizon Pictures (II),0
14698,12611,Academy Pictures Corporation,0
14698,12612,Camp Films,0
11694,441,Columbia Pictures Corporation,20666667
11694,11585,Harold Hecht Productions,20666667
47434,1115,M6 Films,0
47434,4236,Les Films Balenciaga,0
47434,15671,France 2 Cinéma,0
39891,1314,Hammer Film Productions,0
39891,4894,Associated British-Pathé,0
39891,14159,Seven Arts Pictures,0
9651,76460,St. Michael Finance Limited,14296438
9651,76461,Artistry Limited,14296438
9651,76462,Investors In Industry PLC,14296438
9651,76463,Robert Fleming Leasing Limited,14296438
26865,1314,Hammer Film Productions,0
11398,421,Amen Ra Films,30199105
11398,1403,Franchise Pictures,30199105
11398,6194,Warner Bros.,30199105
11398,10210,Morgan Creek Productions,30199105
26244,4472,Aviva Entertainment,0
1588,919,Beacon Communications,90449929
287821,81025,Black Hawk Entertainment,0
19150,9195,Touchstone Pictures,0
18153,4736,Ardent Films,0
41282,40276,Skipped Parts Productions,0
12211,2737,Davis-Panzer Productions,15843608
12211,7405,Dimension Films,15843608
137236,7405,Dimension Films,0
9995,12,New Line Cinema,0
1698,161,Claussen + Wöbke Filmproduktion GmbH,0
10480,37,Gramercy Pictures,0
10480,987,USA Films,0
10480,8856,Intermedia,0
80713,357,Vía Digital,0
80713,3857,Fireworks Pictures,0
80713,6878,Canal Sur Televisión,0
80713,36920,Maestranza Films,0
10685,33,Universal Pictures,0
786,5,Columbia Pictures,47383689
786,485,Vinyl Films,47383689
786,7293,DreamWorks Pictures,47383689
14805,97,Castle Rock Entertainment,0
14805,6194,Warner Bros.,0
51179,8993,Film Development Corporation,0
51179,58257,Circus Pictures,0
46119,1422,Killer Films,26394
46119,67882,G2 Films,26394
18074,915,Hollywood Pictures,0
18074,10157,Beacon Pictures,0
18074,14159,Seven Arts Pictures,0
170767,357,Vía Digital,0
170767,1429,Italian International Film,0
170767,6639,Televisión Española (TVE),0
170767,6861,Lolafilms,0
170767,20091,RAI Radiotelevisione Italiana,0
29015,1606,Brillstein-Grey Entertainment,0
29015,8068,Mindfire Entertainment,0
10562,906,Revelations Entertainment,260562
10562,7799,TF1 International,260562
12212,333,Original Film,38574362
12212,11317,Phoenix Pictures,38574362
12212,53473,Canal+ Droits Audiovisuels,38574362
14629,43,Fox Searchlight Pictures,0
16,8,Fine Line Features,40031879
16,76,Zentropa Entertainments,40031879
16,119,Danmarks Radio (DR),40031879
16,157,SVT Drama,40031879
16,201,Arte,40031879
16,321,Memfis Film,40031879
16,591,France 3 Cinéma,40031879
16,2996,Angel films,40031879
16,4524,TV 1000,40031879
16,5358,Canal+,40031879
16,5755,Constantin Film Produktion,40031879
16,5975,Yleisradio (YLE),40031879
16,6916,Arte France Cinéma,40031879
16,7025,Westdeutscher Rundfunk (WDR),40031879
16,7330,Blind Spot Pictures Oy,40031879
16,8659,Vrijzinnig Protestantse Radio Omroep (VPRO),40031879
16,9349,Film4,40031879
16,11239,Liberator Productions,40031879
16,14937,Icelandic Film,40031879
16,17513,Film i Väst,40031879
16,30268,Pain Unlimited GmbH Filmproduktion,40031879
16,53667,Trust Film Svenska,40031879
16,53668,Cinematograph A/S,40031879
16,53669,What Else? B.V,40031879
16,53670,Filmek A/S,40031879
16,53671,Lantia Cinema & Audiovisivi,40031879
13785,97,Castle Rock Entertainment,0
19348,127,"Screen Gems, Inc.",0
19348,3635,20th Century Fox Home Entertainment,0
10637,2,Walt Disney Pictures,136706683
10637,130,Jerry Bruckheimer Films,136706683
10637,72823,Technical Black,136706683
10637,72824,Run It Up Productions Inc.,136706683
9003,1950,New World Pictures,14564027
9003,15338,Cinemarque Entertainment BV,14564027
9003,15339,Film Futures,14564027
9003,15340,Rivdel Films,14564027
9064,1950,New World Pictures,12090735
9064,10170,Cinemarque Entertainment,12090735
9064,15339,Film Futures,12090735
9064,20607,King Video Productions,12090735
11569,15342,Fifth Avenue Entertainment,12534961
11569,15343,Trans Atlantic Entertainment,12534961
11569,53458,Lakeshore International,12534961
10434,8366,Road Movies Filmproduktion,810455
26484,4820,Alta Vista Productions,0
39113,9266,American International Pictures (AIP),0
38126,4141,Associated Producers (API),0
2160,306,Twentieth Century Fox Film Corporation,7000000
2160,79401,Windsor Productions,7000000
2161,306,Twentieth Century Fox Film Corporation,12000000
3073,10330,Universal International Pictures (UI),0
911,13,Universal Studios,0
10973,10330,Universal International Pictures (UI),1300000
34077,77943,Hollywood Pictures Corporation (II),0
10787,33,Universal Pictures,0
43109,10747,Hollywood Pictures Corporation,0
43230,89993,Regal Films Inc.,0
15855,33,Universal Pictures,0
9507,559,TriStar Pictures,0
27475,77413,Santa Fe Productions (I),0
40760,4527,Concorde Pictures,0
40446,4893,New Concorde,0
24664,12,New Line Cinema,0
24664,4319,40 Acres & A Mule Filmworks,0
20455,2106,Saban Entertainment,0
20455,5822,Toei,0
10461,1403,Franchise Pictures,19412993
10461,6194,Warner Bros.,19412993
10461,10210,Morgan Creek Productions,19412993
10461,22351,The Canton Company,19412993
1485,8411,Metro-Goldwyn-Mayer (MGM),0
1597,27,DreamWorks SKG,330444045
1597,33,Universal Pictures,330444045
1597,11391,Tribeca Productions,330444045
1597,41248,Nancy Tenenbaum Films,330444045
641,2188,Artisan Entertainment,7390108
10687,508,Regency Enterprises,0
10687,1363,Haft Entertainment,0
10687,10104,New Regency Pictures,0
10687,73949,KirchMedia,0
6521,2108,Battleplan Productions,0
6521,7293,DreamWorks Pictures,0
10763,2188,Artisan Entertainment,0
10763,37163,Sandcastle 5 Productions,0
100975,21716,Sweetland Films,0
100975,39226,Camellia Productions,0
16888,2822,SNL Studios,13700000
10383,12,New Line Cinema,0
78140,36359,Billy Jack Enterprises,0
2134,4864,George Pal Productions,0
2134,40552,Galaxy Films Inc.,0
18801,70,American Zoetrope,0
18801,236,October Films,0
18801,25128,"Double ""A"" Pictures",0
18801,25129,Lumière Pictures,0
18498,1212,Empire Pictures,35000000
28605,1212,Empire Pictures,0
28605,17429,Taryn Productions Inc.,0
42797,8411,Metro-Goldwyn-Mayer (MGM),0
13465,6,RKO Radio Pictures,0
13465,3166,Walt Disney Productions,0
27033,4,Paramount Pictures,0
20367,3759,Producers Releasing Corporation,0
71,288,BBC Films,110000000
71,686,Tiger Aspect Productions,110000000
71,694,StudioCanal,110000000
71,718,Arts Council of England,110000000
71,10163,Working Title Films,110000000
71,10462,WT2 Productions,110000000
1636,306,Twentieth Century Fox Film Corporation,90383208
1636,508,Regency Enterprises,90383208
1636,73949,KirchMedia,90383208
10647,788,Bel Air Entertainment,55707411
10647,6194,Warner Bros.,55707411
19204,13682,Fulvia Film,0
12207,3055,Paragon Films Ltd.,0
12207,6379,Golden Harvest Company Ltd.,0
11531,2188,Artisan Entertainment,0
11531,15160,Haxan Films,0
24100,12,New Line Cinema,13555988
10783,4,Paramount Pictures,0
10783,694,StudioCanal,0
4327,5,Columbia Pictures,264105545
4958,27,DreamWorks SKG,39459427
4958,306,Twentieth Century Fox Film Corporation,39459427
4958,316,Wildwood Enterprises,39459427
4958,1171,Epsilon Motion Pictures,39459427
4958,1755,Allied Filmmakers,39459427
9678,12,New Line Cinema,0
9678,1565,Avery Pix,0
9678,2608,Happy Madison Productions,0
11978,711,Fox 2000 Pictures,48814909
8870,79,Village Roadshow Pictures,33463969
8870,172,NPV Entertainment,33463969
8870,6194,Warner Bros.,33463969
8870,22351,The Canton Company,33463969
8870,53997,Mars Production Pty. Ltd.,33463969
77434,35,Lions Gate Films,0
14295,691,Cappa Productions,0
14295,11351,Hart-Sharp Entertainment,0
14295,68304,Crush Entertainment,0
681,60,United Artists,116019547
681,7576,Eon Productions,116019547
681,10761,Danjaq,116019547
11372,1584,ITC Entertainment,0
11372,4377,Associated General Films,0
8452,11317,Phoenix Pictures,96085477
10862,14,Miramax Films,36779296
8871,23,Imagine Entertainment,345141403
8871,33,Universal Pictures,345141403
16340,4,Paramount Pictures,103
16340,2348,Nickelodeon Movies,103
16340,24955,Paramount Animation,103
10481,2,Walt Disney Pictures,183611771
10481,10472,Cruella Productions,183611771
10867,14,Miramax Films,0
10867,1702,Medusa Produzione,0
10876,43,Fox Searchlight Pictures,7060876
10876,376,Industry Entertainment,7060876
10876,8780,Walrus & Associates,7060876
10876,30257,Hollywood Partners,7060876
10876,75937,Charenton Productions,7060876
9741,3683,Limited Edition Productions Inc.,248118121
9741,9195,Touchstone Pictures,248118121
9741,12236,Blinding Edge Pictures,248118121
9741,17032,Barry Mendel Productions,248118121
79920,311,Procirep,0
79920,726,Haut et Court,0
146,58,Sony Pictures Classics,213525736
146,2269,China Film Co-Production Corporation,213525736
146,2798,Columbia Pictures Film Production Asia,213525736
146,10565,Good Machine,213525736
146,12205,EDKO Film,213525736
146,20289,Asia Union Film & Entertainment Ltd.,213525736
146,20290,United China Vision,213525736
146,20291,Zoom Hunt International Productions Company Ltd.,213525736
11849,12,New Line Cinema,15185241
11849,1885,Silver Pictures,15185241
11849,8933,Sweetpea Entertainment,15185241
11983,97,Castle Rock Entertainment,0
11983,6194,Warner Bros.,0
11678,441,Columbia Pictures Corporation,215663859
11678,9269,Global Entertainment Productions GmbH & Company Medien KG,215663859
2669,10308,Dino De Laurentiis Company,8613462
20721,41,Orion Pictures,20345361
20721,59424,Raymond Wagner Productions,20345361
2609,4,Paramount Pictures,49230280
12714,4,Paramount Pictures,0
92603,42152,Ariane Films,0
92603,44602,Canal+ France,0
92603,55534,Aiete Films S.A.,0
708,60,United Artists,191185897
708,7576,Eon Productions,191185897
1857,484,De Laurentiis Entertainment Group (DEG),5849647
1857,2301,Marvel Productions,5849647
1857,2598,Hasbro,5849647
1857,3313,Sunbow Productions,5849647
10673,306,Twentieth Century Fox Film Corporation,43848069
2604,33,Universal Pictures,161001698
2604,4198,Ixtlan,161001698
10132,5231,Cineplex-Odeon Films,3468572
10132,8814,Ten-Four Productions,3468572
11064,33,Universal Pictures,45833132
11064,840,Lawrence Gordon Productions,45833132
11064,1302,Davis Entertainment,45833132
11064,1885,Silver Pictures,45833132
107,441,Columbia Pictures Corporation,83557872
107,3287,Screen Gems,83557872
107,13419,SKA Films,83557872
40820,5,Columbia Pictures,21032267
392,14,Miramax Films,152500343
392,903,David Brown Productions,152500343
392,65781,Fat Free,152500343
8859,306,Twentieth Century Fox Film Corporation,73180723
8859,1088,Alcon Entertainment,73180723
11688,2,Walt Disney Pictures,169327687
11688,10217,Walt Disney Feature Animation,169327687
12509,89312,Fred Berner Films,8
12509,89425,Zeke Productions,8
3981,4,Paramount Pictures,374111707
3981,347,Centropolis Entertainment,374111707
3981,4564,Icon Entertainment International,374111707
3981,8116,Wind Dancer Productions,374111707
711,414,Fountainbridge Films,80049764
711,415,Laurence Mark Productions,80049764
711,441,Columbia Pictures Corporation,80049764
711,50830,Finding Forrester Productions,80049764
2046,126,Lakeshore Entertainment,12008642
2046,11462,Alphaville Films,12008642
5001,1815,El Mar Pictures,8524534
5001,1816,Grandview Pictures,8524534
8358,27,DreamWorks SKG,429632142
8358,306,Twentieth Century Fox Film Corporation,429632142
8358,4171,Playtone,429632142
8358,11395,ImageMovers,429632142
5994,33,Universal Pictures,0
25520,247,Granada Film Productions,5164404
25520,718,Arts Council of England,5164404
25520,744,Diaphana Films,5164404
25520,980,The Glasgow Film Fund,5164404
25520,1270,National Lottery,5164404
25520,4343,Showtime Networks,5164404
25520,6705,Filmfour,5164404
25520,8256,"Scottish Arts Council, The",5164404
25520,65681,Three Rivers Production,5164404
25520,65682,Progres Film Distribution,5164404
25520,65683,Kinowelt Median,5164404
1493,79,Village Roadshow Pictures,212000000
1493,97,Castle Rock Entertainment,212000000
1493,172,NPV Entertainment,212000000
1493,4258,Fortis Films,212000000
25660,868,Cinema Service,0
25660,3965,Taewon Entertainment,0
25660,11766,Fox Video Korea,0
25660,11767,Kookmin Venture Capital,0
25660,11768,Samboo Finance Entertainment,0
134,33,Universal Pictures,71868327
134,2092,Mike Zoss Productions,71868327
134,5870,Studio Canal,71868327
134,9195,Touchstone Pictures,71868327
134,10163,Working Title Films,71868327
62677,64673,Rigas Entertainment,0
62677,64674,ErgoArts,0
21991,8,Fine Line Features,0
21991,21760,Filmtown Entertainment Group,0
21991,23034,El Dorado Pictures,0
21991,53672,Green/Renzi,0
10577,2811,Neo Art & Logic,33000337
10577,7405,Dimension Films,33000337
10577,65507,Wes Craven Films,33000337
21355,5,Columbia Pictures,0
21355,14,Miramax Films,0
29122,5,Columbia Pictures,0
29122,27,DreamWorks SKG,0
29122,16061,Baltimore Spring Creek Productions,0
29122,16062,Bayahibe Films Ltd.,0
11973,12,New Line Cinema,34566746
11973,335,Tig Productions,34566746
1900,987,USA Films,207515725
1900,7380,Initial Entertainment Group (IEG),207515725
1900,20634,"Bedford Falls Company, The",207515725
1900,58333,Compulsion Inc.,207515725
1900,58334,Splendid Medien AG,207515725
44853,163,Revolution Films,0
44853,718,Arts Council of England,0
44853,803,Alliance Atlantis Communications,0
44853,1178,Pathé Pictures International,0
44853,5358,Canal+,0
44853,15278,British Broadcasting Corporation (BBC),0
44853,17449,Grosvenor Park Productions,0
44853,18335,DB Entertainment,0
10873,831,Saturn Films,8279017
26719,4565,Filmhaus,2585639
31583,278,Propaganda Films,0
31583,1382,PolyGram Filmed Entertainment,0
31583,8411,Metro-Goldwyn-Mayer (MGM),0
15739,5,Columbia Pictures,57059003
15739,2070,Rastar Pictures,57059003
15413,438,Mercury,25196249
15413,3268,Home Box Office (HBO),25196249
15413,4657,Cinema Plus,25196249
15413,19507,Outlaw Productions (I),25196249
15413,61896,Douglas,25196249
2623,4,Paramount Pictures,129795554
2623,1176,Lorimar Film Entertainment,129795554
11209,60,United Artists,7900000
11209,2532,Batjac Productions,7900000
11209,12187,The Alamo Company,7900000
13715,41,Orion Pictures,2347000
19108,9266,American International Pictures (AIP),0
19108,69832,Paragon Films,0
8043,60,United Artists,0
8043,14390,Jerry Gershwin Productions,0
8043,14391,Elliott Kastner Productions,0
43258,517,Allied Artists,0
10655,8609,TriStar Television,25000000
10655,26560,Esparza / Katz Productions,25000000
75490,10210,Morgan Creek Productions,0
42261,14391,Elliott Kastner Productions,0
9989,376,Industry Entertainment,18195610
9989,1171,Epsilon Motion Pictures,18195610
9989,1172,Hyde Park Films,18195610
9989,8411,Metro-Goldwyn-Mayer (MGM),18195610
18828,9195,Touchstone Pictures,0
9816,746,MTV Films,91038276
9816,53673,Cort/Madden Productions,91038276
5955,1171,Epsilon Motion Pictures,29400000
5955,1403,Franchise Pictures,29400000
5955,10210,Morgan Creek Productions,29400000
5955,12263,Clyde Is Hungry Films,29400000
5955,12264,Pledge Productions,29400000
220976,810,Persistent Entertainment,0
220976,1678,Fox Family Channel,0
66599,41,Orion Pictures,0
17474,8411,Metro-Goldwyn-Mayer (MGM),2853801
11191,3344,Night Light Films,0
11191,8888,The Samuel Goldwyn Company,0
2613,306,Twentieth Century Fox Film Corporation,22697691
2613,89313,Gruskoff/Levy Company,22697691
2613,89314,ML Film Entertainment International,22697691
22021,9266,American International Pictures (AIP),0
22048,9266,American International Pictures (AIP),0
17006,60,United Artists,0
17006,5441,Ivory Way Productions,0
17006,21149,Front Films,0
17006,21150,Raymond Katz Production,0
26333,8411,Metro-Goldwyn-Mayer (MGM),18899204
16723,12,New Line Cinema,13276953
2018,441,Columbia Pictures Corporation,94728529
2018,763,Intermedia Films,94728529
2018,869,Dee Gee Entertainment,94728529
2018,870,Tapestry Films,94728529
2018,34207,Prufrock Pictures,94728529
2018,65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG,94728529
47595,3221,Sveriges Television (SVT),0
18856,8,Fine Line Features,0
18856,376,Industry Entertainment,0
18856,33306,Nicolas Entertainment,0
37949,22449,Les Films du Triangle,0
37949,39787,Cologne Cartoon,0
37949,76769,Steve Walsh Productions,0
47943,744,Diaphana Films,3818452
47943,1115,M6 Films,3818452
47943,5358,Canal+,3818452
47943,6962,CNC,3818452
47943,24475,La Sofica Sofinergie 5,3818452
47943,24476,MG Films,3818452
74340,559,TriStar Pictures,0
74340,7401,Delphi IV Productions,0
5709,33,Universal Pictures,0
5709,19909,Westward Productions,0
11215,60,United Artists,0
26477,4,Paramount Pictures,0
10937,13349,Zoetrope Studios,3221568
10937,13549,Golan-Globus Productions,3221568
4639,41,Orion Pictures,4278150
4639,3952,Hemdale Film,4278150
96,4,Paramount Pictures,299965036
96,30,Eddie Murphy Productions,299965036
96,10288,Don Simpson/Jerry Bruckheimer Films,299965036
90,4,Paramount Pictures,316360478
90,30,Eddie Murphy Productions,316360478
11028,4255,Kings Road Entertainment,0
67307,441,Columbia Pictures Corporation,1700000
67307,41470,Albacore Productions Inc.,1700000
19933,2499,The Kushner-Locke Company,0
19933,7339,Hyperion Pictures,0
12919,3484,Apollo Pictures,31623833
12919,9195,Touchstone Pictures,31623833
12919,10531,Silver Screen Partners II,31623833
15785,41,Orion Pictures,14000
15785,3643,ERP Productions,14000
31701,3267,Atlantic Entertainment Group,0
31701,37672,Harris-Woods Productions,0
31563,4,Paramount Pictures,0
12506,33,Universal Pictures,0
89992,88549,P.T. Insantra Film,0
70199,8411,Metro-Goldwyn-Mayer (MGM),2413427
39507,3644,Zenith Entertainment,0
39507,12360,Vestron Pictures,0
39507,13948,Delta film,0
39507,14966,Channel 4,0
39507,25760,Liffey Films,0
62185,2165,Balcor Film Investors,0
62185,15129,MPI,0
62185,59770,Bima,0
24826,6194,Warner Bros.,10348437
30994,78565,Ghost Pictures,0
17159,30,Eddie Murphy Productions,50504655
10110,56,Amblin Entertainment,22238696
10110,6194,Warner Bros.,22238696
18935,9195,Touchstone Pictures,23509382
18935,10531,Silver Screen Partners II,23509382
764,467,Renaissance Pictures,29400000
20287,559,TriStar Pictures,0
20287,14723,Carolco Pictures,0
26964,12800,Ego Film Arts,0
26964,24725,Ontario Arts Council,0
26964,24726,Canada Council for the Arts,0
71881,5231,Cineplex-Odeon Films,0
71881,20076,HandMade Films,0
15658,52144,Fries Entertainment Films,0
4918,364,The Rank Organisation,0
28368,559,TriStar Pictures,5262047
48149,28504,Filmtre,183700
48149,44406,Rai 1,183700
32054,5,Columbia Pictures,0
14464,4,Paramount Pictures,4215859
14464,20742,RKO Pictures,4215859
65501,441,Columbia Pictures Corporation,1083282
32227,1009,Crown International Pictures,1749956
32227,1010,Marimark Productions,1749956
2614,56,Amblin Entertainment,25893810
2614,4357,The Guber-Peters Company,25893810
2614,6194,Warner Bros.,25893810
40962,964,Keith Barish Productions,0
40962,965,TAFT Entertainment Pictures,0
40962,3268,Home Box Office (HBO),0
12704,5,Columbia Pictures,14375181
580,33,Universal Pictures,51881013
24828,5,Columbia Pictures,4916871
13703,306,Twentieth Century Fox Film Corporation,12396383
13703,5263,Amercent Films,12396383
13703,5264,American Entertainment Partners L.P.,12396383
36914,559,TriStar Pictures,34377585
36914,20743,Imagine Films Entertainment,34377585
1547,6194,Warner Bros.,32222567
42010,1887,Lorimar Motion Pictures,0
2608,4535,Vista Organization,9868521
32058,41,Orion Pictures,0
32058,11616,Barry & Enright Productions,0
10019,1648,Gladden Entertainment,42721196
11649,1444,Cannon Group,17336370
11649,6455,Edward R. Pressman Film,17336370
11649,13549,Golan-Globus Productions,17336370
13509,559,TriStar Pictures,3769990
13509,964,Keith Barish Productions,3769990
13509,965,TAFT Entertainment Pictures,3769990
13509,3268,Home Box Office (HBO),3769990
63639,181,Channel Four Films,0
63639,8363,Euston Films,0
63639,8380,PFH Entertainment,0
30175,4255,Kings Road Entertainment,0
51521,15646,New Life Cinema,0
24940,13,Universal Studios,10424470
37302,3226,Cloud Ten Pictures,0
10984,79,Village Roadshow Pictures,0
10984,172,NPV Entertainment,0
10984,6194,Warner Bros.,0
843,539,Block 2 Pictures,12854953
843,540,Jet Tone Production,12854953
318,1490,Kintop Pictures,0
12806,9335,Canal+ España,0
12806,14245,Messidor Films,0
12806,30258,Generalitat de Catalunya - Departament de Cultura,0
9740,33,Universal Pictures,351692268
9740,1645,Scott Free Productions,351692268
9740,8411,Metro-Goldwyn-Mayer (MGM),351692268
9740,10308,Dino De Laurentiis Company,351692268
10878,79,Village Roadshow Pictures,19351569
10878,172,NPV Entertainment,19351569
10878,441,Columbia Pictures Corporation,19351569
47588,40424,Goatworks Films,0
10697,83,France 2 Cinéma,0
10697,5358,Canal+,0
10697,84516,Les Films A4,0
7093,104,Canal Plus,0
16300,4,Paramount Pictures,0
16300,11462,Alphaville Films,0
19405,3475,Walt Disney Television Animation,44460850
19405,4254,Disney Toon Studio,44460850
1921,788,Bel Air Entertainment,65754228
1921,6194,Warner Bros.,65754228
23685,306,Twentieth Century Fox Film Corporation,5409517
23685,436,1492 Pictures,5409517
23685,89626,Twitching Image Studio,5409517
12138,1403,Franchise Pictures,18720175
12138,6194,Warner Bros.,18720175
12138,10210,Morgan Creek Productions,18720175
48217,280,Cinémaginaire Inc.,0
48217,6982,Epithete films,0
48217,7089,France2 Cinéma,0
6073,27,DreamWorks SKG,147845033
6073,506,Newmarket Capital Group,147845033
6073,2253,Lawrence Bender Productions,147845033
6073,55852,Pistolero Productions LLC,147845033
39180,79,Village Roadshow Pictures,0
39180,172,NPV Entertainment,0
39180,3929,Robert Simonds Productions,0
39180,6194,Warner Bros.,0
39180,76292,Spot Pictures,0
25208,1403,Franchise Pictures,0
25208,10146,Focus Features,0
25208,37497,Jersey Shore,0
82103,441,Columbia Pictures Corporation,2070806
82103,2429,Conspiração Filmes,2070806
82103,77682,Columbia TriStar Filmes do Brasil,2070806
19513,236,October Films,0
19513,547,Open City Films,0
19513,1422,Killer Films,0
19513,4089,Blow Up Pictures,0
2749,12,New Line Cinema,56359980
2749,376,Industry Entertainment,56359980
2749,11391,Tribeca Productions,56359980
2749,67171,New Redemption Pictures,56359980
10050,53009,Miramax,0
17203,763,Intermedia Films,637769
17203,932,Mirage Enterprises,637769
17203,52581,West Eleven Films,637769
17203,65403,IMF Internationale Medien und Film GmbH & Co. Produktions KG,637769
2302,559,TriStar Pictures,0
2302,11407,Baltimore Pictures,0
13889,1779,Tokuma Shoten,0
13889,2680,Kurosawa Production Co.,0
13889,2752,DENTSU Music And Entertainment,0
13889,3214,Daiei Motion Picture Company,0
6028,1555,G.W. Films,11000000
6028,8263,EMI Films,11000000
51802,60,United Artists,0
51802,2159,Hal Roach Studios,0
42148,2434,HB Filmes,0
42148,13930,Embrafilme,0
29492,1950,New World Pictures,2510433
29492,2165,Balcor Film Investors,2510433
29492,4956,International Cinevision Productions,2510433
25447,4391,Peter McCarthy / Front Films,343786
25447,4392,Pacific Arts Video,343786
28410,1950,New World Pictures,0
28410,6562,Planet Productions,0
38545,5707,Action Features,0
